ID SUBGRUPO DE ITENS	ID ITEM	DESCRIÇÃO ITEM	UDM Preço	UDM estoque
3	conc_0	ARROZ PARBOILIZADO SELECT 5KG	5kg	5kg
3	conc_12	ARROZ BRANCO SELECT 1KG	1kg	1kg
3	conc_5	ARROZ BRANCO CARRIJO 5KG	5kg	5kg
3	conc_22	ARROZ PARBOILIZADO PRATO FINO 2KG	2kg	2kg
3	conc_10	ARROZ JAPONES PRATO FINO 1KG	1kg	1kg
3	conc_6	FEIJAO PRETO COMBRASIL 500G	500g	500g
3	conc_7	FEIJAO BRANCO KISABOR 500G	500g	500g
3	conc_8	FEIJAO BRANCO DA TERRINHA 500G	500g	500g
3	conc_2033	ARROZ BRANCO RIO VERDE 5KG	5kg	5kg
3	conc_14	ARROZ PAGANINI ARBORIO 1KG	500g	500g
3	conc_15	ARROZ E AVEIA QUAKER	500g	500g
3	conc_16	SENDNA ARBORIO	500g	500g
3	conc_4509	ARROZ BRANCO ALIBABA 5KG	0	uni
3	conc_18	FEIJAO PRETO CALDO CREMOSO 1KG	1kg	1kg
3	conc_65	ARROZ BRANCO RAROZ PRIME 5KG	5kg	5kg
3	conc_19	ARROZ BRANCO CASA DE MAE 5KG	5kg	5kg
3	conc_20	ARROZ PARBOILIZADO TIO JOAO 2KG	2kg	2kg
3	conc_21	ARROZ BRANCO CASA DE MAE 1KG	1kg	1kg
3	conc_23	ARROZ CAPONE CULINARIA ITALIANA 1KG	1kg	1kg
3	conc_24	ARROZ PRETO CAMIL 250G	250g	250g
3	conc_45	ARROZ BRANCO SAO LUCAS 5KG	5kg	5kg
3	conc_47	ARROZ BRANCO MATEUS 5K	5k	5k
3	conc_49	ARROZ BRANCO ARROZAL 5KG	5kg	5kg
3	conc_50	ARROZ BRANCO ARROZAL 1KG	1kg	1kg
3	conc_1890	ARROZ INTEGRAL DISEMPRE 1KG	1kg	1kg
3	conc_51	ARROZ BRANCO NAGUMO 1KG	1kg	1kg
3	conc_25	MACARRAO LIANE PENE 500G	500g	500g
3	conc_26	MACARRAO LIANE ESPAGUETE 500G	500g	500g
3	conc_27	MACARRAO LIANE PARAFUSO 500G	500g	500g
3	conc_28	MACARRAO CASA DE MAE ESPAGUETE 500G	500g	500g
3	conc_29	MACARRAO CASA DE MAE PARAFUSO 500G	500g	500g
3	conc_30	MACARRAO CASA DE MAE PENE 500G	500g	500g
3	conc_52	ARROZ PARBOILIZADO NAGUMO 1KG	1kg	1kg
3	conc_54	ARROZ INTEGRAL RAROZ 1KG	1kg	1kg
3	conc_33	ARROZ BRANCO BARBORA 5KG	5kg	5kg
3	conc_34	ARROZ BRANCO BARBOSA 5KG	5kg	5kg
3	conc_55	ARROZ INTEGRAL NAGUMO 1KG	1kg	1kg
3	conc_35	ARROZ JAPONES REI ARTHUR 1KG	1kg	1kg
3	conc_56	ARROZ INTEGRAL MANA 1KG	1kg	1kg
3	conc_36	ARROZ JAPONES REI ARTHIR 5KG	5kg	5kg
3	conc_37	ARROZ JAPONES REI ARTHUR 5KG		
3	conc_38	ARROZ PARBOILIZADO BARBOSA 5KG	5kg	5kg
3	conc_59	FEIJAO CARIOCA NAGUMO 1K	1kg	1kg
3	conc_653	ARROZ ARBORIO URBANO 1KG	1kg	1kg
3	conc_894	ARROZ ARBORIO BIJU 1KG	1kg	1kg
3	conc_60	FEIJAO PRETO NAGUMO 1KG	1kg	1kg
3	conc_39	ARROZ INTEGRAL BARBOSA 1KG	1kg	1kg
3	conc_40	FEIJAO CARIOCA BARBOSA 1KG	1kg	1kg
3	conc_41	FEIJAO PRETO BARBOSA 1KG	1kg	1kg
3	conc_790	ARROZ PRETO TIO JOAO 500G	500g	500g
3	conc_42	ARROZ BRANCO TIO JOSE 5KG	5kg	5kg
3	conc_43	ARROZ BRANCO TIO JOSE 1KG	1kg	1kg
3	conc_44	MACARRAO ROSANE PENE	500g	500g
3	conc_46	MACARRAO ROSANE ESPAGUETE 500G	500g	500g
3	conc_48	MACARRAO ROSANE 500G	500g	500g
3	conc_599	ARROZ BRANCO NAGUMO 5KG	5kg	5kg
3	conc_981	ARROZ INTEGRAL ALBARUSKA 1KG	1kg	1kg
2	16	ARROZ BRANCO SABOROSO PREMIUM T1 1KG	0	FD 30/1KG
2	14	ARROZ BRANCO SABOROSO PREMIUM T1 5KG	0	FD 6/5KG
3	conc_782	ARROZ BRANCO IGREJINHA 2KG	2kg	2kg
3	onc_758	ARROZ PARBOILIZADO CARREFOUR 5KG	5kg	5kg
3	conc_589	ARROZ BRANCO IGREJINHA 5KG	5kg	5kg
3	conc_1200	ARROZ BRANCO PATRIOTA 5KG	5kg	5kg
3	conc_865	ARROZ BRANCO PROVINCIAS DO SUL	5kg	5kg
3	conc_1258	ARROZ BRANCO PROVINCIAS DO SUL 5kg	5k	5k
3	conc_795	ARROZ PARBOILIZADO MIRARROZ 5KG	5k	5k
3	conc_784	ARROZ BRANCO PROVINCIAS DO SUL 1KG	1kg	1kg
3	conc_.6644	ARROZ INTEGRAL EMPORIO SAO JOAO 1KG	1kg	1kg
3	conc_6441	ARROZ PARBOILIZADO CANELLA 1KG	1kg	1kg
3	conc_3155	FEIJAO CARIOCA BOM TEMPO 1KG	1kg	1kg
3	conc_46544	FEIJAO BRANCO BOM TEMPO 1KG	1kg	1kg
3	conc_7886	MASSA DE LASANHA DONA BENTA 200G	200g	200g
3	conc_9234	ARROZ PARBOILIZADO COOP 5KG	0	uni
3	conc_48475	ARROZ JAPONES GROU 1KG	1kg	1kg
3	conc_23565	ARROZ PARBOILIZADO BROTO LEGAL 2KG	2kg	2kg
3	conc_47854	MACARRAO BARRILA PARAFUSO 500G	500g	500g
3	conc_8874	MACARRAO BARRILA PENE 500G	500g	500g
3	conc_794	ARROZ BRANCO AUREA 5KG	5kg	5kg
3	conc_11321	MACARRAO BARRILA ESPAGUETE 500G	500g	500g
3	conc_3544	MACARRAO ORQUIDEA PENNE 500G	500g	500g
3	conc_7845	MACARRAO ORQUIDEA PARAFUSO 500G	500g	500g
3	conc_31568	MACARRAO ORQUIDEA ESPAGUETE 500G	500g	500g
1	227	LASANHA FANTASTICO 200G (CX 28/0,2KG)	0	CX 28/0,2KG
3	conc_855464	ARROZ BRANCO BOM NO PRATO 5KG	5kg	5kg
3	conc_8785	ARROZ PARBOILIZADO CARREFOUR 1KG	1kg	1kg
3	conc_8635	ARROZ PARBOILIZADO VILA NOVA 5KG	5k	5k
arrozConcorrente	conc_345	ARROZ BRANCO ROSALITO T1 5KG	0	uni
arrozConcorrente	conc_346	ARROZ BRANCO ROSALITO T1 1KG	0	uni
arrozConcorrente	conc_4123	ARROZ BRANCO VILA NOVA 5KG	5kg	5kg
arrozConcorrente	conc_347	ARROZ BRANCO OURO BRANCO T1 5KG	0	UNI
arrozConcorrente	conc_348	ARROZ BRANCO SEPE T1 5KG	0	UNI
arrozConcorrente	conc_349	ARROZ BRANCO MEU BIJU T1 5KG	0	UNI
arrozConcorrente	conc_350	ARROZ BRANCO TIO LAUTERIO T1 5KG	0	UNI
arrozConcorrente	conc_351	ARROZ BRANCO TIO LENO T1 5KG	0	UNI
feijaoConcorrente	conc_352	FEIJAO CARIOCA PRATO BOM T1 1KG	0	UNI
feijaoConcorrente	conc_353	FEIJAO CARIOCA CARRETEIRO T1 1KG	0	UNI
	conc_354	FEIJAO PRETO PRATO BOM T1 1KG	0	UNI
feijaoConcorrente	conc_355	FEIJAO CARIOCA COMBRASIL T1 1KG	0	UNI
	conc_356	FEIJAO PRETO CARRETEIRO T1 1KG	0	UNI
feijaoConcorrente	conc_357	FEIJAO CARIOCA TIO LANO T1 1KG	0	UNI
	conc_359	FEIJAO PRETO DA CASA T1 1KG	0	UNI
	conc_358	FEIJAO PRETO TIO LANO T1 1KG	0	UNI
feijaoConcorrente	conc_361	FEIJAO CARIOCA NOLAR T1 1KG	0	UNI
arrozConcorrente	conc_360	ARROZ BRANCO SUPER MAXIMO T1 5KG	0	UNI
	conc_362	FEIJAO PRETO NOLAR FT 1KG	0	UNI
feijaoConcorrente	conc_363	FEIJAO CARIOCA PINK T1 1KG	0	UNI
	conc_364	FEIJAO PRETO PINK T1 1KG	0	UNI
arrozConcorrente	conc_365	ARROZ BRANCO  NUTRIPAR T1 5KG	0	UNI
arrozConcorrente	conc_366	ARROZ BRANCO BEM CASADO T1 5KG	0	uni
FIM	749			
